


商品名称 ：铜                  2020-02-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,253518,41069,期货公司  ,347786,10783,期货公司  ,341642,10183,
非期货公司,1570,-617,非期货公司,1873,233,非期货公司,8017,833,
合约代码 ：cu2002                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
8,徽商期货  ,1813,1073,8,五矿经易  ,4285,317,8,国投安信  ,5163,-27,
9,中钢期货  ,1741,-2067,9,中信期货  ,3991,34,9,东证期货  ,4862,6,
10,东证期货  ,1508,-1018,10,申万期货  ,3721,-73,10,一德期货  ,4431,-10,
11,国富期货  ,1390,140,11,宝城期货  ,3619,698,11,大地期货  ,2557,0,
12,海证期货  ,1145,992,12,渤海期货  ,3582,346,12,国贸期货  ,2446,3,
13,中财期货  ,1128,1032,13,南华期货  ,3524,127,13,华泰期货  ,2203,46,
14,新湖期货  ,1055,597,14,浙商期货  ,2957,14,14,长安期货  ,2009,0,
15,方正中期  ,868,-974,15,光大期货  ,2639,26,15,中银国际  ,2000,-150,
16,国投安信  ,853,-588,16,东海期货  ,2404,31,16,中国国际  ,1902,149,
17,宝城期货  ,850,246,17,招商期货  ,2369,35,17,国海良时  ,1827,391,
18,南华期货  ,800,-550,18,平安期货  ,2267,92,18,方正中期  ,1724,-19,
19,格林大华  ,781,610,19,建信期货  ,2157,-41,19,红塔期货  ,1700,1,
20,银河期货  ,684,-989,20,方正中期  ,2131,27,20,国泰君安  ,1698,1094,
合计,,42068,-11520,合计,,81489,4382,合计,,99439,3591,
商品名称 ：热轧卷板            2020-02-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,314563,-7063,期货公司  ,335861,-2015,期货公司  ,338434,558,
非期货公司,2573,2573,非期货公司,2573,2573,非期货公司,0,0,
合约代码 ：hc2002                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,,,,1,国投安信  ,120,0,1,东证期货  ,120,0,
合计,,,,合计,,120,0,合计,,120,0,
合约代码 ：hc2005                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,56492,7185,1,中信期货  ,24792,-972,1,东证期货  ,13067,3573,
2,东证期货  ,19540,1743,2,银河期货  ,18714,-485,2,弘业期货  ,12939,-659,
3,中信期货  ,18463,-394,3,瑞达期货  ,17821,-2320,3,银河期货  ,12763,-111,
4,东海期货  ,10721,7963,4,永安期货  ,17161,-631,4,中信期货  ,12732,1871,
5,国信期货  ,9072,-66,5,浙商期货  ,11078,-75,5,永安期货  ,12480,178,
6,国泰君安  ,8558,789,6,方正中期  ,10306,-119,6,方正中期  ,10070,64,
7,方正中期  ,7273,925,7,一德期货  ,9644,-198,7,一德期货  ,9854,340,
8,国富期货  ,7002,168,8,国泰君安  ,8450,18,8,国贸期货  ,9781,23,
9,五矿经易  ,6041,-218,9,国投安信  ,7133,-15,9,东海期货  ,7800,-10059,
10,银河期货  ,5626,-330,10,中大期货  ,7081,-93,10,海通期货  ,7214,858,
11,国投安信  ,5435,-338,11,东证期货  ,6659,233,11,国泰君安  ,5712,-1376,
12,华泰期货  ,4665,681,12,海通期货  ,4926,2,12,兴证期货  ,5612,-356,
13,瑞达期货  ,4129,1875,13,宏源期货  ,4064,378,13,宏源期货  ,5379,77,
14,永安期货  ,4089,-5029,14,光大期货  ,3917,98,14,中辉期货  ,5308,653,
15,弘业期货  ,3808,3188,15,东海期货  ,3836,218,15,华泰期货  ,5119,469,
16,光大期货  ,3745,1025,16,华泰期货  ,3583,66,16,鲁证期货  ,5084,439,
17,兴证期货  ,3264,-341,17,国金期货  ,3491,62,17,浙商期货  ,4552,1091,
18,华闻期货  ,3232,-2882,18,中银国际  ,3399,68,18,宝城期货  ,4532,8,
19,鲁证期货  ,2796,1190,19,广发期货  ,3322,-8,19,中信建投  ,3745,543,
20,申万期货  ,2733,283,20,五矿经易  ,3247,-178,20,国信期货  ,3671,352,
合计,,186684,17417,合计,,172624,-3951,合计,,157414,-2022,
商品名称 ：燃料油              2020-02-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,2123772,-229688,期货公司  ,391328,6306,期货公司  ,390888,6266,
非期货公司,40,-60,非期货公司,0,0,非期货公司,440,40,
合约代码 ：fu2003                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,946,134,1,永安期货  ,2170,-302,1,国投安信  ,5023,-510,
2,国投安信  ,530,457,2,华泰期货  ,1858,0,2,海通期货  ,5009,0,
3,国泰君安  ,345,118,3,国投安信  ,1600,-10,3,中银国际  ,1919,0,
4,永安期货  ,307,262,4,银河期货  ,1226,37,4,银河期货  ,146,-30,
5,上海中期  ,258,68,5,中信期货  ,1057,-36,5,中财期货  ,98,0,
6,西部期货  ,222,30,6,东证期货  ,543,0,6,倍特期货  ,60,0,
7,天富期货  ,142,59,7,中财期货  ,526,-1,7,国富期货  ,45,0,
8,银河期货  ,119,-68,8,方正中期  ,336,2,8,恒泰期货  ,30,0,
9,国元期货  ,116,67,9,瑞达期货  ,302,1,9,中信期货  ,27,-8,
10,申万期货  ,110,68,10,鲁证期货  ,300,0,10,浙商期货  ,24,0,
11,海通期货  ,108,1,11,广发期货  ,242,-1,11,东航期货  ,23,0,
12,长江期货  ,90,-22,12,长江期货  ,237,-90,12,建信期货  ,20,0,
13,国信期货  ,75,60,13,兴证期货  ,201,-3,13,广发期货  ,15,-2,
14,瑞达期货  ,72,-32,14,英大期货  ,200,-18,14,中信建投  ,15,13,
15,铜冠金源  ,68,-8,15,国泰君安  ,152,-225,15,中辉期货  ,13,1,
16,格林大华  ,65,35,16,国信期货  ,106,-37,16,华泰期货  ,12,0,
17,东兴期货  ,53,33,17,光大期货  ,104,31,17,西部期货  ,12,-14,
18,五矿经易  ,52,51,18,先融期货  ,100,0,18,南华期货  ,11,0,
19,广发期货  ,51,17,19,西部期货  ,98,12,19,方正中期  ,10,1,
20,东方财富  ,41,-18,20,浙商期货  ,90,5,20,瑞达期货  ,10,1,
合计,,3770,1312,合计,,11448,-635,合计,,12522,-548,
合约代码 ：fu2004                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,817,773,1,国泰君安  ,2172,3,1,海通期货  ,5002,0,
2,天富期货  ,317,144,2,渤海期货  ,1878,0,2,银河期货  ,2344,0,
3,中信期货  ,294,5,3,华泰期货  ,1079,-389,3,中银国际  ,1069,0,
4,国泰君安  ,125,-41,4,中银国际  ,845,-9,4,华泰期货  ,449,-402,
5,华闻期货  ,80,23,5,华安期货  ,395,0,5,中融汇信  ,124,3,
6,瑞达期货  ,68,26,6,中辉期货  ,379,0,6,华闻期货  ,88,-1,
7,上海中期  ,55,7,7,中大期货  ,373,-17,7,申万期货  ,82,0,
8,东证期货  ,47,-6,8,兴证期货  ,358,0,8,东证期货  ,24,-1,
9,东方财富  ,45,34,9,长江期货  ,312,0,9,浙商期货  ,23,0,
10,新湖期货  ,42,-2,10,徽商期货  ,225,7,10,西部期货  ,15,-1,
11,海通期货  ,40,-13,11,浙商期货  ,154,0,11,天富期货  ,14,6,
12,徽商期货  ,33,-54,12,华闻期货  ,150,-27,12,国投安信  ,13,-1,
13,东航期货  ,32,32,13,五矿经易  ,144,1,13,徽商期货  ,10,2,
14,中大期货  ,23,10,14,西部期货  ,112,2,14,国泰君安  ,9,0,
15,中航期货  ,22,20,15,国海良时  ,70,0,15,中信期货  ,8,0,
16,西部期货  ,21,-85,16,方正中期  ,69,0,16,光大期货  ,7,-2,
17,光大期货  ,18,5,17,先锋期货  ,68,0,17,平安期货  ,5,1,
18,永安期货  ,18,7,18,天富期货  ,60,29,18,华安期货  ,5,0,
19,信达期货  ,17,-3,19,中信期货  ,56,-2,19,广州期货  ,5,0,
20,平安期货  ,13,9,20,中融汇信  ,41,-1,20,新湖期货  ,4,4,
合计,,2127,891,合计,,8940,-403,合计,,9300,-392,
合约代码 ：fu2005                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,317815,-12825,1,永安期货  ,19391,2173,1,中信期货  ,31131,586,
2,兴证期货  ,152740,-13739,2,国泰君安  ,8912,-943,2,银河期货  ,17160,158,
3,光大期货  ,99098,4416,3,徽商期货  ,7982,-22,3,中银国际  ,16325,66,
4,招商期货  ,84119,-15380,4,中粮期货  ,7958,-13,4,永安期货  ,10466,-1222,
5,中信期货  ,79628,-15979,5,华泰期货  ,7677,161,5,国泰君安  ,7564,-829,
6,申万期货  ,79292,-14950,6,方正中期  ,7070,271,6,华泰期货  ,6911,-482,
7,东证期货  ,77322,-27778,7,中信期货  ,6813,1494,7,海通期货  ,6293,4330,
8,海通期货  ,72595,-10104,8,广发期货  ,6616,-415,8,方正中期  ,5570,312,
9,东方财富  ,52579,-503,9,新湖期货  ,6022,99,9,中金期货  ,5076,-114,
10,方正中期  ,51483,10976,10,大越期货  ,5824,598,10,南华期货  ,5029,3013,
11,徽商期货  ,48983,-6252,11,国元期货  ,5022,111,11,广发期货  ,4646,112,
12,国投安信  ,38331,4759,12,银河期货  ,4468,-24,12,新湖期货  ,4548,98,
13,华安期货  ,33882,-6155,13,国投安信  ,4123,-371,13,东方财富  ,4500,249,
14,国富期货  ,31475,-18902,14,东方财富  ,3963,680,14,申万期货  ,4370,-10,
15,国泰君安  ,30424,-2765,15,华安期货  ,3782,478,15,五矿经易  ,4059,47,
16,中信建投  ,29665,879,16,南华期货  ,3718,-34,16,东证期货  ,3889,1238,
17,银河期货  ,28880,-3821,17,中信建投  ,3633,686,17,徽商期货  ,3082,-117,
18,永安期货  ,25449,4696,18,光大期货  ,3608,-206,18,天风期货  ,3081,176,
19,华闻期货  ,23536,-1995,19,东证期货  ,3573,654,19,华安期货  ,2874,98,
20,鲁证期货  ,20135,4099,20,国富期货  ,3478,327,20,兴证期货  ,2807,-258,
合计,,1377431,-121323,合计,,123633,5704,合计,,149381,7451,
合约代码 ：fu2006                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,13516,-11302,1,华泰期货  ,14100,-90,1,华泰期货  ,12963,-14,
2,中信期货  ,8080,-4225,2,国投安信  ,7535,41,2,国投安信  ,7459,-5,
3,国信期货  ,4436,1174,3,国信期货  ,6634,-330,3,国信期货  ,6323,-350,
4,国投安信  ,4002,-1391,4,宝城期货  ,4180,-840,4,宝城期货  ,4208,-846,
5,东证期货  ,2986,-1312,5,海通期货  ,3430,-191,5,海通期货  ,3438,-153,
6,宝城期货  ,2188,-807,6,国泰君安  ,3285,-28,6,国泰君安  ,3083,-11,
7,华闻期货  ,1903,-1568,7,上海中期  ,3097,149,7,上海中期  ,2918,128,
8,上海中期  ,1775,-1641,8,永安期货  ,1577,133,8,银河期货  ,2522,-71,
9,银河期货  ,1490,67,9,中国国际  ,543,1,9,中银国际  ,2503,1,
10,东航期货  ,1486,590,10,华安期货  ,387,76,10,中信期货  ,1111,-13,
11,美尔雅    ,1405,-216,11,倍特期货  ,339,0,11,永安期货  ,316,-1,
12,徽商期货  ,1388,-648,12,光大期货  ,331,39,12,东证期货  ,281,-37,
13,海通期货  ,1362,-1140,13,宏源期货  ,290,67,13,迈科期货  ,199,65,
14,东方财富  ,1326,-481,14,方正中期  ,284,-12,14,华鑫期货  ,152,-6,
15,国富期货  ,1220,-371,15,中信建投  ,242,-4,15,东航期货  ,120,-28,
16,南华期货  ,923,-817,16,徽商期货  ,197,-107,16,东方财富  ,105,41,
17,五矿经易  ,888,-496,17,东证期货  ,169,-55,17,徽商期货  ,103,19,
18,西部期货  ,858,141,18,迈科期货  ,152,55,18,申万期货  ,89,0,
19,华鑫期货  ,798,-205,19,华西期货  ,126,10,19,五矿经易  ,77,0,
20,迈科期货  ,754,-450,20,华鑫期货  ,121,-12,20,大地期货  ,60,0,
合计,,52784,-25098,合计,,47019,-1098,合计,,48030,-1281,
合约代码 ：fu2007                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,3933,-3012,1,华泰期货  ,10662,-22,1,华泰期货  ,10526,17,
2,中信期货  ,1469,-214,2,上海中期  ,7469,5,2,上海中期  ,7447,5,
3,宝城期货  ,1466,-534,3,宝城期货  ,7289,590,3,宝城期货  ,7181,590,
4,南华期货  ,608,-470,4,国信期货  ,6251,-7,4,国信期货  ,6242,-12,
5,华闻期货  ,550,-724,5,国投安信  ,5561,191,5,国投安信  ,5723,209,
6,东证期货  ,539,-120,6,海通期货  ,4030,6,6,海通期货  ,3989,5,
7,国泰君安  ,500,-58,7,国泰君安  ,3471,98,7,中银国际  ,3427,0,
8,国富期货  ,481,124,8,迈科期货  ,2412,-50,8,国泰君安  ,3062,-56,
9,金瑞期货  ,480,-474,9,方正中期  ,484,134,9,迈科期货  ,2432,-80,
10,国投安信  ,480,-203,10,中信期货  ,395,81,10,浙商期货  ,102,14,
11,国信期货  ,439,-1164,11,倍特期货  ,317,0,11,中信期货  ,100,34,
12,东方财富  ,414,184,12,永安期货  ,270,-21,12,瑞达期货  ,93,52,
13,迈科期货  ,354,-195,13,浙商期货  ,208,-3,13,福能期货  ,88,17,
14,海通期货  ,329,-378,14,东航期货  ,175,11,14,中粮期货  ,83,6,
15,徽商期货  ,309,30,15,中辉期货  ,149,-3,15,西南期货  ,83,12,
16,先融期货  ,280,202,16,徽商期货  ,130,71,16,先锋期货  ,70,15,
17,西部期货  ,261,-169,17,招商期货  ,128,-1,17,徽商期货  ,69,28,
18,招商期货  ,255,20,18,兴业期货  ,120,0,18,建信期货  ,56,1,
19,方正中期  ,239,-94,19,华联期货  ,110,44,19,广金期货  ,50,20,
20,中大期货  ,230,-88,20,国元期货  ,94,-6,20,海证期货  ,47,29,
合计,,13616,-7337,合计,,49725,1118,合计,,50870,906,
商品名称 ：石油沥青            2020-02-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,564602,-152664,期货公司  ,330558,12537,期货公司  ,320558,12537,
非期货公司,0,0,非期货公司,0,0,非期货公司,10000,0,
合约代码 ：bu2002                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,,,,1,东吴期货  ,24,0,1,迈科期货  ,20,0,
2,,,,2,国泰君安  ,22,0,2,南华期货  ,17,0,
3,,,,3,,,,3,浙商期货  ,9,0,
合计,,,,合计,,46,0,合计,,46,0,
合约代码 ：bu2006                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,78083,-15891,1,永安期货  ,31371,3187,1,银河期货  ,32438,505,
2,兴证期货  ,32565,-1749,2,海通期货  ,24862,65,2,浙商期货  ,25807,2273,
3,申万期货  ,26142,-2642,3,银河期货  ,19437,1023,3,永安期货  ,25781,876,
4,东证期货  ,24841,-6396,4,华泰期货  ,17875,131,4,盛达期货  ,17840,994,
5,中信期货  ,18245,-15670,5,方正中期  ,15841,65,5,中信期货  ,15700,-15,
6,银河期货  ,16994,-11571,6,广发期货  ,12909,-363,6,华泰期货  ,10080,-112,
7,国富期货  ,13986,-2384,7,一德期货  ,11851,-243,7,一德期货  ,8646,287,
8,华信期货  ,13500,-4071,8,浙商期货  ,9010,-36,8,东证期货  ,8478,-462,
9,中信建投  ,13170,2182,9,国投安信  ,7017,-137,9,国泰君安  ,7918,730,
10,永安期货  ,11537,-15469,10,中信期货  ,6558,454,10,中财期货  ,7770,65,
11,华泰期货  ,11327,-2721,11,国泰君安  ,5641,44,11,南华期货  ,7653,739,
12,五矿经易  ,10304,-244,12,格林大华  ,4771,4419,12,徽商期货  ,7440,1035,
13,徽商期货  ,10154,-4719,13,申万期货  ,4674,595,13,方正中期  ,6816,-114,
14,浙商期货  ,9233,-416,14,长江期货  ,4383,-157,14,申万期货  ,6206,2517,
15,方正中期  ,8857,-2889,15,中粮期货  ,4203,1978,15,广发期货  ,5105,137,
16,国泰君安  ,8818,-2358,16,大地期货  ,3724,102,16,五矿经易  ,4222,-32,
17,东吴期货  ,8404,2063,17,徽商期货  ,3705,-73,17,国海良时  ,4158,1042,
18,国投安信  ,8159,-4060,18,新湖期货  ,3505,267,18,国投安信  ,3740,-106,
19,华安期货  ,7294,-1441,19,上海中期  ,3375,216,19,鲁证期货  ,3568,-115,
20,光大期货  ,7079,-1825,20,山金期货  ,3246,41,20,新湖期货  ,3518,-185,
合计,,338692,-92271,合计,,197958,11578,合计,,212884,10059,
商品名称 ：天然橡胶            2020-02-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,354116,-66076,期货公司  ,232881,725,期货公司  ,232881,725,
非期货公司,0,0,非期货公司,0,0,非期货公司,0,0,
合约代码 ：ru2005                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,40397,771,1,永安期货  ,7753,-162,1,中信期货  ,18573,-78,
2,东证期货  ,18285,-1880,2,中信期货  ,6596,18,2,国投安信  ,12516,-7,
3,中信期货  ,17934,-1928,3,华泰期货  ,6212,204,3,国泰君安  ,7903,49,
4,平安期货  ,14333,9292,4,方正中期  ,5615,-133,4,永安期货  ,7642,-13,
5,国泰君安  ,11880,-4017,5,国泰君安  ,4823,1,5,浙商期货  ,6696,-308,
6,国贸期货  ,10511,-3179,6,浙商期货  ,4165,-206,6,银河期货  ,5782,15,
7,方正中期  ,9347,-1263,7,银河期货  ,3981,-146,7,华泰期货  ,5508,-101,
8,银河期货  ,8801,-3058,8,南华期货  ,3362,22,8,广发期货  ,5140,-46,
9,五矿经易  ,6740,-4512,9,东证期货  ,3171,-104,9,国贸期货  ,5040,-58,
10,南华期货  ,6313,54,10,五矿经易  ,3039,-5,10,海通期货  ,5018,-71,
11,东亚期货  ,6183,4158,11,中粮期货  ,2931,43,11,东证期货  ,4991,-221,
12,华泰期货  ,6167,-461,12,徽商期货  ,2918,152,12,兴证期货  ,4773,-14,
13,兴证期货  ,5235,-1075,13,国投安信  ,2899,195,13,新湖期货  ,3688,102,
14,徽商期货  ,4918,-1840,14,光大期货  ,2878,1,14,中大期货  ,3058,-53,
15,光大期货  ,4885,-1374,15,申万期货  ,2827,-164,15,宏源期货  ,2965,102,
16,华闻期货  ,4837,565,16,海通期货  ,2799,52,16,长城期货  ,2893,-22,
17,华安期货  ,4697,-1506,17,东海期货  ,2661,25,17,大地期货  ,2711,-262,
18,金瑞期货  ,4482,-894,18,新湖期货  ,2568,-147,18,五矿经易  ,2701,33,
19,中辉期货  ,4307,-1267,19,广发期货  ,2566,48,19,南华期货  ,2361,-63,
20,国富期货  ,3871,-630,20,鲁证期货  ,2367,19,20,建信期货  ,2319,-46,
合计,,194123,-14044,合计,,76131,-287,合计,,112278,-1062,
合约代码 ：ru2009                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,11445,-4586,1,中银国际  ,2908,13,1,国投安信  ,6195,488,
2,东证期货  ,5188,-1382,2,徽商期货  ,1961,117,2,瑞达期货  ,4873,105,
3,中信期货  ,3422,-812,3,永安期货  ,1933,30,3,海通期货  ,4649,19,
4,国富期货  ,3258,-915,4,银河期货  ,1626,-102,4,中信期货  ,3480,91,
5,华闻期货  ,2257,163,5,华泰期货  ,1509,-26,5,中银国际  ,2946,0,
6,国投安信  ,1358,407,6,国泰君安  ,1408,-10,6,永安期货  ,2857,37,
7,国信期货  ,1289,-724,7,南华期货  ,1398,27,7,广发期货  ,2770,-128,
8,方正中期  ,1239,-3,8,五矿经易  ,1356,257,8,国泰君安  ,2697,71,
9,美尔雅    ,1144,-714,9,山金期货  ,1349,5,9,大地期货  ,2461,687,
10,五矿经易  ,1101,-121,10,国投安信  ,1271,138,10,大有期货  ,2401,74,
11,西部期货  ,1074,-20,11,方正中期  ,1223,9,11,国贸期货  ,1893,67,
12,徽商期货  ,1046,-178,12,浙商期货  ,1212,-12,12,上海中期  ,1627,11,
13,中辉期货  ,931,-315,13,海通期货  ,1163,206,13,华泰期货  ,1543,18,
14,大地期货  ,869,554,14,瑞达期货  ,1157,48,14,银河期货  ,1520,176,
15,永安期货  ,799,-1177,15,中信期货  ,1123,-3,15,南华期货  ,1091,55,
16,国泰君安  ,795,-547,16,鲁证期货  ,1118,-22,16,国海良时  ,1041,0,
17,银河期货  ,794,9,17,中辉期货  ,1002,23,17,五矿经易  ,954,2,
18,华安期货  ,760,-20,18,中信建投  ,988,88,18,格林大华  ,948,-20,
19,华泰期货  ,670,-176,19,广发期货  ,936,45,19,一德期货  ,890,-11,
20,大有期货  ,668,-736,20,大地期货  ,864,-4,20,建信期货  ,807,65,
合计,,40107,-11293,合计,,27505,827,合计,,47643,1807,
合约代码 ：nr2003                        2020-02-13,
名次,期货公司会员/境外特殊经纪参与者简称,成交量,比上交易日增减,名次,期货公司会员/境外特殊经纪参与者简称,持买单量,比上交易日增减,名次,期货公司会员/境外特殊经纪参与者简称,持卖单量,比上交易日增减/变化,
1,浙商期货  ,282,-392,1,中信期货  ,1093,-25,1,国贸期货  ,540,-198,
2,国贸期货  ,198,153,2,银河期货  ,591,-5,2,浙商期货  ,437,-141,
3,上海中期  ,149,86,3,广发期货  ,541,0,3,上海中期  ,430,145,
4,中信期货  ,132,-274,4,建信期货  ,424,87,4,永安期货  ,308,0,
5,华鑫期货  ,120,120,5,浙商期货  ,243,-141,5,德盛期货  ,275,0,
6,方正中期  ,114,-55,6,兴证期货  ,183,-5,6,国投安信  ,247,0,
7,天风期货  ,107,0,7,一德期货  ,161,-37,7,东证期货  ,234,-5,
8,新湖期货  ,101,92,8,弘业期货  ,133,0,8,大地期货  ,220,0,
9,建信期货  ,87,-61,9,东证期货  ,115,-2,9,银河期货  ,212,15,
10,光大期货  ,71,-31,10,永安期货  ,98,0,10,瑞达期货  ,185,0,
11,西部期货  ,59,-41,11,鲁证期货  ,75,26,11,渤海期货  ,176,-51,
12,银河期货  ,52,-30,12,国富期货  ,67,0,12,新湖期货  ,139,101,
13,东证期货  ,51,-30,13,国投安信  ,62,0,13,华鑫期货  ,120,120,
14,渤海期货  ,51,-41,14,大越期货  ,50,-50,14,广发期货  ,120,-20,
15,大越期货  ,50,-50,15,信达期货  ,40,0,15,国泰君安  ,103,0,
16,中财期货  ,43,43,16,大地期货  ,24,0,16,华泰期货  ,102,0,
17,一德期货  ,37,30,17,宏源期货  ,20,-2,17,中信期货  ,65,-1,
18,国投安信  ,36,-47,18,东兴期货  ,20,0,18,中财期货  ,60,-40,
19,鲁证期货  ,26,-12,19,方正中期  ,19,3,19,光大期货  ,59,19,
20,西南期货  ,22,-17,20,中财期货  ,17,-3,20,长江期货  ,12,0,
合计,,1788,-557,合计,,3976,-154,合计,,4044,-56,
商品名称 ：纸浆                2020-02-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,66334,-79216,期货公司  ,110998,-34,期货公司  ,110998,-34,
非期货公司,0,0,非期货公司,0,0,非期货公司,0,0,
合约代码 ：sp2002                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,,,,1,东兴期货  ,6,0,1,广州期货  ,10,0,
2,,,,2,国泰君安  ,2,0,2,,,,
3,,,,3,浙商期货  ,2,0,3,,,,
合计,,,,合计,,10,0,合计,,10,0,
合约代码 ：sp2005                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,10608,-6815,1,国泰君安  ,5918,-64,1,永安期货  ,15820,52,
2,方正中期  ,3504,-1200,2,鲁证期货  ,5158,-92,2,国投安信  ,13244,-293,
3,东证期货  ,3220,-4780,3,中信期货  ,4544,78,3,国贸期货  ,5598,-51,
4,中信期货  ,2701,-4451,4,东证期货  ,3733,-29,4,中信期货  ,5228,79,
5,国富期货  ,2152,-3057,5,华泰期货  ,3610,53,5,华泰期货  ,4734,15,
6,兴证期货  ,2143,-2613,6,中粮期货  ,3576,-85,6,浙商期货  ,3867,-45,
7,国泰君安  ,1833,-806,7,永安期货  ,3308,-214,7,东证期货  ,3798,11,
8,招商期货  ,1680,-1922,8,华安期货  ,2784,-21,8,一德期货  ,3660,5,
9,华安期货  ,1542,-2582,9,东海期货  ,2679,14,9,大地期货  ,3594,2,
10,银河期货  ,1415,-2380,10,方正中期  ,2378,-18,10,建信期货  ,3448,-149,
11,申万期货  ,1409,-723,11,新湖期货  ,2306,-35,11,南华期货  ,2496,-138,
12,海通期货  ,1280,-1796,12,广发期货  ,1996,-56,12,新湖期货  ,2297,13,
13,永安期货  ,1232,-705,13,银河期货  ,1922,15,13,中财期货  ,2215,-78,
14,东方财富  ,1226,-556,14,英大期货  ,1724,8,14,银河期货  ,2173,-170,
15,浙商期货  ,1068,40,15,申万期货  ,1706,1058,15,广发期货  ,1780,10,
16,五矿经易  ,988,-4433,16,徽商期货  ,1688,-68,16,东兴期货  ,1546,5,
17,国投安信  ,951,-1571,17,南华期货  ,1643,-20,17,兴证期货  ,1499,54,
18,天富期货  ,849,91,18,建信期货  ,1639,2,18,宏源期货  ,1270,33,
19,中辉期货  ,846,-2371,19,浙商期货  ,1623,-883,19,中金期货  ,1168,6,
20,徽商期货  ,829,-1723,20,海通期货  ,1523,-23,20,徽商期货  ,1155,21,
合计,,41476,-44353,合计,,55458,-380,合计,,80590,-618,
