

商品名称 ：铜                  2020-03-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,569826,88798,期货公司  ,400920,-5316,期货公司  ,399175,-5188,
非期货公司,1452,512,非期货公司,3929,-74,非期货公司,5674,-202,
合约代码 ：cu2003                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
14,瑞达期货  ,798,17,14,广发期货  ,267,36,14,徽商期货  ,59,33,
15,五矿经易  ,748,467,15,中钢期货  ,253,-1,15,兴证期货  ,57,1,
16,海通期货  ,628,509,16,海通期货  ,241,-204,16,华金期货  ,56,24,
17,国贸期货  ,615,337,17,国泰君安  ,240,12,17,申万期货  ,52,10,
18,徽商期货  ,580,239,18,华泰期货  ,214,31,18,东亚期货  ,40,40,
19,一德期货  ,533,0,19,宏源期货  ,210,-50,19,美尔雅    ,38,21,
20,天风期货  ,520,502,20,国信期货  ,209,-9,20,天风期货  ,31,31,
合计,,27989,16909,合计,,10055,168,合计,,14384,-732,
商品名称 ：锡                  2020-03-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,80132,9074,期货公司  ,75780,1881,期货公司  ,75780,1881,
非期货公司,0,0,非期货公司,0,0,非期货公司,0,0,
合约代码 ：sn2005                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,346,197,1,国泰君安  ,483,6,1,大有期货  ,1032,0,
2,海通期货  ,334,297,2,一德期货  ,441,-2,2,首创期货  ,655,0,
3,五矿经易  ,302,302,3,兴业期货  ,412,0,3,光大期货  ,550,0,
4,东证期货  ,292,254,4,国都期货  ,380,0,4,中信期货  ,282,27,
5,华闻期货  ,278,182,5,金瑞期货  ,370,38,5,东证期货  ,224,-27,
6,方正中期  ,269,179,6,中信期货  ,364,17,6,国泰君安  ,219,0,
7,西部期货  ,167,110,7,五矿经易  ,266,-40,7,东海期货  ,204,0,
8,中辉期货  ,147,97,8,南华期货  ,251,5,8,江海汇鑫  ,159,0,
9,国泰君安  ,140,11,9,方正中期  ,152,-1,9,鲁证期货  ,143,0,
10,兴证期货  ,123,94,10,永安期货  ,133,1,10,海通期货  ,102,-10,
11,华泰期货  ,98,17,11,东证期货  ,133,-35,11,银河期货  ,90,-1,
12,东华期货  ,94,94,12,迈科期货  ,110,7,12,金瑞期货  ,66,-10,
13,浙商期货  ,89,85,13,海通期货  ,56,-172,13,国信期货  ,65,16,
14,广发期货  ,67,63,14,鲁证期货  ,50,0,14,新湖期货  ,63,-1,
15,弘业期货  ,64,-3,15,瑞达期货  ,47,-5,15,东华期货  ,50,50,
16,中融汇信  ,63,29,16,兴证期货  ,47,-25,16,国海良时  ,38,0,
17,国联期货  ,58,56,17,浙商期货  ,45,-13,17,永安期货  ,32,0,
18,金瑞期货  ,56,38,18,海证期货  ,43,-22,18,五矿经易  ,29,-174,
19,中粮期货  ,55,26,19,建信期货  ,28,0,19,华泰期货  ,26,-3,
20,国元期货  ,50,0,20,国海良时  ,28,0,20,申万期货  ,11,0,
合计,,3092,2128,合计,,3839,-241,合计,,4040,-133,
合约代码 ：sn2006                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,5743,-296,1,中信期货  ,6626,41,1,中信期货  ,6749,55,
2,光大期货  ,4088,1854,2,国投安信  ,3146,-32,2,东证期货  ,3194,216,
3,方正中期  ,3904,1530,3,东证期货  ,2504,340,3,国投安信  ,3157,40,
4,国泰君安  ,2819,1906,4,国泰君安  ,2496,-141,4,国泰君安  ,2964,522,
5,中信期货  ,2476,65,5,光大期货  ,2320,253,5,海通期货  ,2712,-517,
6,东证期货  ,2354,700,6,国贸期货  ,2302,-2,6,国贸期货  ,2319,10,
7,国富期货  ,2219,1612,7,申万期货  ,2174,128,7,申万期货  ,2216,167,
8,东吴期货  ,2000,941,8,金瑞期货  ,2169,118,8,中信建投  ,1985,22,
9,国投安信  ,1992,1182,9,海通期货  ,2081,-434,9,弘业期货  ,1860,22,
10,天富期货  ,1990,518,10,弘业期货  ,1984,48,10,光大期货  ,1855,121,
11,银河期货  ,1576,757,11,中信建投  ,1930,4,11,恒泰期货  ,1800,104,
12,弘业期货  ,1556,14,12,恒泰期货  ,1801,104,12,浙商期货  ,1771,-65,
13,华泰期货  ,1525,880,13,浙商期货  ,1764,4,13,五矿经易  ,1766,97,
14,申万期货  ,1435,880,14,华泰期货  ,1599,-73,14,华泰期货  ,1408,-108,
15,南华期货  ,1057,393,15,云晨期货  ,999,13,15,首创期货  ,636,84,
16,浙商期货  ,963,442,16,中国国际  ,562,-40,16,金瑞期货  ,466,-14,
17,美尔雅    ,958,-448,17,永安期货  ,380,9,17,格林大华  ,460,-10,
18,徽商期货  ,929,631,18,瑞达期货  ,355,22,18,一德期货  ,436,-9,
19,中信建投  ,898,187,19,五矿经易  ,291,40,19,中粮期货  ,419,-16,
20,宏源期货  ,894,396,20,东海期货  ,280,2,20,兴证期货  ,252,42,
合计,,41376,14144,合计,,37763,404,合计,,38425,763,
合约代码 ：sn2007                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,方正中期  ,2946,1370,1,中信期货  ,4009,-87,1,中信期货  ,4183,-50,
2,中信期货  ,1169,-1181,2,国投安信  ,2283,-3,2,国投安信  ,2284,-1,
3,华闻期货  ,1038,-1122,3,南华期货  ,2100,1,3,南华期货  ,2107,4,
4,银河期货  ,1024,-122,4,国贸期货  ,1960,1,4,海通期货  ,2014,88,
5,弘业期货  ,807,-181,5,国泰君安  ,1933,66,5,国泰君安  ,1969,31,
6,光大期货  ,777,-1141,6,海通期货  ,1812,75,6,国贸期货  ,1960,0,
7,中国国际  ,765,765,7,恒泰期货  ,1800,40,7,恒泰期货  ,1801,40,
8,华泰期货  ,728,443,8,申万期货  ,1769,113,8,申万期货  ,1767,115,
9,恒泰期货  ,592,-1820,9,浙商期货  ,1701,-29,9,东证期货  ,1735,163,
10,东证期货  ,582,-245,10,东吴期货  ,1393,-1,10,浙商期货  ,1723,13,
11,海通期货  ,563,-1726,11,光大期货  ,1259,151,11,东吴期货  ,1402,7,
12,中辉期货  ,465,216,12,弘业期货  ,1243,18,12,光大期货  ,1196,132,
13,五矿经易  ,458,-315,13,东证期货  ,1225,-15,13,弘业期货  ,1190,19,
14,国投安信  ,454,-648,14,新湖期货  ,1176,18,14,新湖期货  ,1169,-5,
15,浙商期货  ,368,-958,15,中信建投  ,1004,2,15,中信建投  ,1046,42,
16,国泰君安  ,357,-341,16,中国国际  ,945,733,16,华泰期货  ,793,77,
17,天富期货  ,325,-1319,17,华泰期货  ,703,25,17,五矿经易  ,149,0,
18,兴证期货  ,320,258,18,方正中期  ,510,6,18,银河期货  ,104,40,
19,中信建投  ,290,-49,19,银河期货  ,349,160,19,兴证期货  ,91,16,
20,中融汇信  ,258,-47,20,五矿经易  ,91,-6,20,宏源期货  ,89,65,
合计,,14286,-8163,合计,,29265,1268,合计,,28772,796,
商品名称 ：黄金                2020-03-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,559435,177303,期货公司  ,146390,-10101,期货公司  ,60460,-6990,
非期货公司,33297,3653,非期货公司,143485,5874,非期货公司,229415,2763,
合约代码 ：au2004                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,新湖期货  ,761,-574,1,中金期货  ,253,-67,1,东证期货  ,159,-28,
2,瑞达期货  ,440,354,2,永安期货  ,145,-5,2,华泰期货  ,120,-15,
3,中信期货  ,317,-183,3,海通期货  ,136,-16,3,新湖期货  ,118,-111,
4,方正中期  ,312,21,4,国泰君安  ,132,1,4,中信期货  ,92,-2,
5,华闻期货  ,243,-786,5,中信期货  ,87,-13,5,上海中期  ,83,-21,
6,招金期货  ,223,223,6,银河期货  ,85,8,6,浙商期货  ,66,-18,
7,银河期货  ,213,103,7,招金期货  ,49,-193,7,瑞达期货  ,64,56,
8,中粮期货  ,172,-458,8,方正中期  ,41,29,8,国金期货  ,45,0,
9,国信期货  ,151,-2,9,兴证期货  ,41,2,9,兴证期货  ,44,-52,
10,海通期货  ,121,27,10,中粮期货  ,36,-109,10,光大期货  ,42,22,
11,东证期货  ,121,-71,11,华闻期货  ,36,10,11,国贸期货  ,33,0,
12,西部期货  ,118,-32,12,国金期货  ,35,-15,12,国泰君安  ,31,-2,
13,徽商期货  ,106,15,13,国信期货  ,35,-3,13,国信期货  ,31,-6,
14,兴证期货  ,106,-55,14,南华期货  ,28,7,14,大有期货  ,22,-4,
15,建信期货  ,102,102,15,招商期货  ,28,21,15,华西期货  ,21,-5,
16,中辉期货  ,92,20,16,建信期货  ,22,0,16,华闻期货  ,21,1,
17,浙商期货  ,90,5,17,浙商期货  ,20,-2,17,银河期货  ,21,-55,
18,国泰君安  ,79,47,18,国投安信  ,18,1,18,国投安信  ,19,-2,
19,中金期货  ,77,77,19,中辉期货  ,17,-1,19,中金期货  ,18,10,
20,华泰期货  ,62,17,20,迈科期货  ,16,1,20,中信建投  ,17,-10,
合计,,3906,-1150,合计,,1260,-344,合计,,1067,-242,
合约代码 ：au2006                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,88943,18050,1,中信期货  ,12709,-495,1,国泰君安  ,4048,-206,
2,国信期货  ,41348,16717,2,国泰君安  ,8187,-2268,2,东证期货  ,2870,343,
3,中信期货  ,39710,16266,3,海通期货  ,6169,-104,3,招金期货  ,2270,-148,
4,国投安信  ,21495,7605,4,永安期货  ,5398,748,4,中信期货  ,1667,-73,
5,宏源期货  ,14144,7116,5,银河期货  ,4405,-786,5,铜冠金源  ,1276,-235,
6,东证期货  ,13385,3275,6,招商期货  ,4288,3530,6,广发期货  ,1135,23,
7,国泰君安  ,11788,5065,7,东证期货  ,3922,-1048,7,新湖期货  ,1056,-108,
8,国富期货  ,9285,-371,8,国贸期货  ,3797,1202,8,五矿经易  ,1046,21,
9,金瑞期货  ,9222,2069,9,五矿经易  ,3713,132,9,方正中期  ,1032,-233,
10,银河期货  ,8913,4931,10,平安期货  ,3235,-404,10,平安期货  ,955,108,
11,方正中期  ,7764,4030,11,中衍期货  ,3064,-33,11,上海中期  ,946,3,
12,华泰期货  ,7373,2281,12,招金期货  ,2686,-67,12,云晨期货  ,877,-34,
13,新湖期货  ,7369,454,13,申万期货  ,2572,-44,13,中辉期货  ,793,-229,
14,申万期货  ,6926,2664,14,方正中期  ,2372,351,14,国贸期货  ,704,14,
15,华闻期货  ,6366,2701,15,华泰期货  ,1973,-636,15,国金期货  ,666,119,
16,招商期货  ,6093,4708,16,中信建投  ,1916,107,16,首创期货  ,636,109,
17,东方财富  ,5896,826,17,国投安信  ,1880,-781,17,申万期货  ,593,-110,
18,兴证期货  ,5872,2250,18,建信期货  ,1797,737,18,光大期货  ,513,90,
19,徽商期货  ,5741,2598,19,兴证期货  ,1666,-490,19,国投安信  ,486,-190,
20,中信建投  ,5727,3377,20,西部期货  ,1616,18,20,永安期货  ,473,-241,
合计,,323360,106612,合计,,77365,-331,合计,,24042,-977,
合约代码 ：au2008                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,17689,548,1,中信期货  ,1788,-16,1,中信建投  ,1369,-1,
2,新湖期货  ,2627,-388,2,中信建投  ,1367,-16,2,中信期货  ,1324,-283,
3,中信期货  ,2267,-4207,3,银河期货  ,708,8,3,中粮期货  ,1104,0,
4,方正中期  ,2221,957,4,东证期货  ,655,3,4,云晨期货  ,845,35,
5,西部期货  ,1764,912,5,国泰君安  ,654,-109,5,东证期货  ,803,-190,
6,宏源期货  ,1762,86,6,中钢期货  ,520,0,6,银河期货  ,671,4,
7,东吴期货  ,1714,339,7,格林大华  ,506,2,7,国泰君安  ,648,1,
8,东证期货  ,1647,777,8,国贸期货  ,465,4,8,格林大华  ,502,-1,
9,国信期货  ,1548,571,9,申万期货  ,432,8,9,申万期货  ,415,-7,
10,华闻期货  ,1402,392,10,广发期货  ,362,35,10,华龙期货  ,356,0,
11,银河期货  ,1372,374,11,方正中期  ,252,-133,11,方正中期  ,218,-94,
12,光大期货  ,1290,736,12,兴证期货  ,156,-4,12,东兴期货  ,174,0,
13,国投安信  ,1224,98,13,上海大陆  ,149,1,13,建信期货  ,122,13,
14,国泰君安  ,1086,275,14,永安期货  ,130,-2,14,海通期货  ,91,6,
15,华泰期货  ,966,732,15,中国国际  ,104,-23,15,浙商期货  ,80,16,
16,南华期货  ,959,259,16,华龙期货  ,102,102,16,东吴期货  ,78,25,
17,申万期货  ,827,63,17,南华期货  ,92,13,17,国信期货  ,63,7,
18,瑞达期货  ,807,42,18,新湖期货  ,80,-13,18,华泰期货  ,57,-84,
19,格林大华  ,641,191,19,国信期货  ,62,-57,19,金石期货  ,45,0,
20,国元期货  ,618,84,20,海通期货  ,56,-173,20,铜冠金源  ,40,0,
合计,,44431,2841,合计,,8640,-370,合计,,9005,-553,
合约代码 ：au2010                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,5033,-575,1,中信期货  ,957,36,1,格林大华  ,904,3,
2,中信期货  ,2383,126,2,格林大华  ,905,3,2,银河期货  ,866,4,
3,华闻期货  ,1620,423,3,银河期货  ,887,5,3,国泰君安  ,609,5,
4,新湖期货  ,1398,-389,4,中信建投  ,606,-5,4,中信建投  ,609,1,
5,方正中期  ,1319,333,5,国泰君安  ,604,-2,5,中信期货  ,503,-9,
6,东吴期货  ,1126,41,6,建信期货  ,549,28,6,建信期货  ,471,31,
7,东证期货  ,888,276,7,迈科期货  ,429,2,7,迈科期货  ,429,1,
8,申万期货  ,736,-7,8,申万期货  ,420,5,8,申万期货  ,418,5,
9,国投安信  ,646,-110,9,方正中期  ,212,-103,9,中粮期货  ,369,27,
10,天富期货  ,620,-46,10,东证期货  ,189,21,10,方正中期  ,207,-114,
11,华泰期货  ,549,357,11,兴证期货  ,136,0,11,华龙期货  ,207,93,
12,宏源期货  ,423,42,12,华泰期货  ,131,92,12,东证期货  ,122,1,
13,国信期货  ,348,-289,13,华闻期货  ,89,42,13,东兴期货  ,80,-3,
14,国泰君安  ,331,-134,14,中财期货  ,45,-1,14,招金期货  ,61,0,
15,银河期货  ,303,-426,15,浙商期货  ,41,1,15,华西期货  ,35,2,
16,迈科期货  ,275,-140,16,西部期货  ,39,-38,16,南华期货  ,28,9,
17,华西期货  ,231,65,17,西南期货  ,30,8,17,新湖期货  ,20,-65,
18,兴证期货  ,219,-46,18,海证期货  ,23,-3,18,海证期货  ,11,8,
19,国元期货  ,217,-117,19,宏源期货  ,22,11,19,东吴期货  ,11,-4,
20,南华期货  ,213,24,20,瑞达期货  ,16,8,20,西南期货  ,10,0,
合计,,18878,-592,合计,,6330,110,合计,,5970,-5,
合约代码 ：au2012                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,3000,1671,1,中信期货  ,4907,-83,1,国投安信  ,662,-2,
2,海通期货  ,1985,-24,2,五矿经易  ,1794,30,2,招金期货  ,641,12,
3,新湖期货  ,1966,1139,3,华泰期货  ,895,15,3,国元期货  ,508,-19,
4,国投安信  ,1462,743,4,国贸期货  ,551,-4,4,金瑞期货  ,505,-5,
5,东证期货  ,1376,798,5,申万期货  ,429,106,5,广发期货  ,473,-21,
6,方正中期  ,1036,593,6,上海大陆  ,419,11,6,中信期货  ,396,19,
7,中大期货  ,1016,694,7,永安期货  ,407,-24,7,广州期货  ,375,-2,
8,华闻期货  ,1003,549,8,银河期货  ,371,-44,8,新湖期货  ,347,11,
9,华泰期货  ,884,614,9,平安期货  ,345,104,9,上海中期  ,305,-87,
10,中辉期货  ,861,572,10,东证期货  ,305,-573,10,瑞达期货  ,214,5,
11,国信期货  ,751,485,11,兴证期货  ,289,87,11,中辉期货  ,186,-4,
12,西部期货  ,584,354,12,国元期货  ,232,223,12,国泰君安  ,174,-2,
13,银河期货  ,574,303,13,东兴期货  ,222,-2,13,鲁证期货  ,109,1,
14,华西期货  ,485,307,14,建信期货  ,156,99,14,东证期货  ,103,9,
15,申万期货  ,466,338,15,国泰君安  ,154,-24,15,华闻期货  ,79,77,
16,国元期货  ,434,316,16,盛达期货  ,154,0,16,光大期货  ,75,0,
17,光大期货  ,419,317,17,中信建投  ,138,-56,17,兴证期货  ,71,7,
18,招金期货  ,370,185,18,方正中期  ,104,31,18,中银国际  ,70,-4,
19,兴证期货  ,306,208,19,国金期货  ,94,-204,19,英大期货  ,62,12,
20,国泰君安  ,266,44,20,招商期货  ,87,-24,20,银河期货  ,60,10,
合计,,19244,10206,合计,,12053,-332,合计,,5415,17,
商品名称 ：白银                2020-03-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,1264610,24848,期货公司  ,474945,-29882,期货公司  ,307036,-6856,
非期货公司,40542,9252,非期货公司,213859,17743,非期货公司,381768,-5283,
合约代码 ：ag2003                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,五矿经易  ,8,8,1,一德期货  ,78,0,1,国泰君安  ,126,0,
2,宏源期货  ,6,-2,2,宏源期货  ,44,-6,2,五矿经易  ,36,0,
3,国泰君安  ,2,2,3,华闻期货  ,16,0,3,金瑞期货  ,2,0,
4,国信期货  ,2,2,4,东兴期货  ,12,2,4,中粮期货  ,2,0,
5,东兴期货  ,2,2,5,广发期货  ,6,0,5,,,,
6,,,,6,五矿经易  ,4,0,6,,,,
7,,,,7,建信期货  ,2,0,7,,,,
8,,,,8,国泰君安  ,2,2,8,,,,
9,,,,9,国信期货  ,2,2,9,,,,
合计,,20,12,合计,,166,0,合计,,166,0,
合约代码 ：ag2004                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,国贸期货  ,2869,2862,1,中银国际  ,574,-1973,1,国贸期货  ,3546,-2400,
2,中信期货  ,2480,1388,2,一德期货  ,558,-185,2,中信期货  ,3217,1176,
3,中银国际  ,1973,1172,3,东证期货  ,317,-67,3,永安期货  ,2457,2,
4,广发期货  ,739,430,4,金瑞期货  ,180,0,4,国泰君安  ,1104,-2,
5,一德期货  ,677,92,5,国贸期货  ,167,-461,5,银河期货  ,1067,287,
6,天富期货  ,636,-44,6,华泰期货  ,154,0,6,云晨期货  ,934,24,
7,银河期货  ,512,261,7,中信期货  ,151,-2,7,华金期货  ,900,0,
8,东证期货  ,431,172,8,广发期货  ,139,-41,8,兴证期货  ,855,127,
9,西部期货  ,412,274,9,国信期货  ,138,-59,9,首创期货  ,754,-10,
10,五矿经易  ,351,-5,10,大地期货  ,120,-74,10,广发期货  ,665,110,
11,华闻期货  ,270,-50,11,国泰君安  ,116,-34,11,铜冠金源  ,389,11,
12,海通期货  ,265,160,12,南华期货  ,92,-8,12,中原期货  ,300,0,
13,中大期货  ,215,207,13,建信期货  ,90,0,13,格林大华  ,298,0,
14,华泰期货  ,198,151,14,中信建投  ,83,0,14,中大期货  ,278,-188,
15,兴证期货  ,177,24,15,兴业期货  ,81,31,15,东证期货  ,245,24,
16,方正中期  ,173,14,16,申万期货  ,62,-1,16,国信期货  ,216,-11,
17,国元期货  ,164,48,17,海通期货  ,49,-7,17,五矿经易  ,209,130,
18,国泰君安  ,158,74,18,国投安信  ,44,3,18,国富期货  ,182,-1,
19,瑞达期货  ,149,115,19,中财期货  ,41,13,19,国联期货  ,141,141,
20,国联期货  ,141,141,20,兴证期货  ,37,-12,20,一德期货  ,116,-30,
合计,,12990,7486,合计,,3193,-2877,合计,,17873,-610,
合约代码 ：ag2006                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,155887,-23907,1,中信期货  ,21651,-2479,1,国泰君安  ,22221,-401,
2,中信期货  ,102833,-24496,2,国投安信  ,15279,-1452,2,永安期货  ,9475,1657,
3,广发期货  ,39453,30697,3,东证期货  ,13744,1587,3,中信期货  ,8735,-680,
4,东证期货  ,36564,2242,4,平安期货  ,12510,-2351,4,东证期货  ,8548,1159,
5,国信期货  ,34150,-6511,5,方正中期  ,10952,-1405,5,海通期货  ,6876,1969,
6,东吴期货  ,34122,30249,6,华泰期货  ,10664,-327,6,一德期货  ,5435,-76,
7,永安期货  ,24251,10728,7,广发期货  ,10387,-903,7,铜冠金源  ,5173,-14,
8,国富期货  ,23256,2251,8,建信期货  ,10122,440,8,大地期货  ,4681,-156,
9,南华期货  ,21913,6707,9,中衍期货  ,9774,-457,9,格林大华  ,4321,-49,
10,银河期货  ,20685,10199,10,银河期货  ,8462,2407,10,国贸期货  ,4212,81,
11,国投安信  ,20510,3053,11,东兴期货  ,7672,-85,11,中州期货  ,4017,-3506,
12,方正中期  ,19402,2525,12,海通期货  ,7118,-2168,12,五矿经易  ,3688,-4219,
13,中信建投  ,17820,5015,13,国泰君安  ,6736,-1548,13,华泰期货  ,3678,70,
14,平安期货  ,17085,2119,14,中信建投  ,6009,528,14,广发期货  ,3557,-466,
15,金瑞期货  ,17026,-16653,15,永安期货  ,5943,-1418,15,新湖期货  ,3499,18,
16,新湖期货  ,16274,4679,16,国贸期货  ,5562,338,16,方正中期  ,3459,-1243,
17,东方财富  ,15781,-292,17,南华期货  ,5329,-1479,17,国投安信  ,3264,810,
18,华泰期货  ,15585,5525,18,兴业期货  ,5047,89,18,平安期货  ,3214,480,
19,国泰君安  ,13813,694,19,申万期货  ,4959,-264,19,银河期货  ,3177,-1596,
20,申万期货  ,13241,3732,20,东方财富  ,4443,-1406,20,海证期货  ,3062,743,
合计,,659651,48556,合计,,182363,-12353,合计,,114292,-5419,
合约代码 ：ag2007                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,10051,-4003,1,银河期货  ,5143,3,1,银河期货  ,5615,-16,
2,海通期货  ,7091,-11267,2,中信建投  ,3382,11,2,中信建投  ,3352,0,
3,鲁证期货  ,2709,478,3,南华期货  ,3362,-30,3,南华期货  ,3301,-20,
4,南华期货  ,2072,-2178,4,宏源期货  ,3013,2,4,宏源期货  ,3015,0,
5,东证期货  ,1990,-426,5,鲁证期货  ,2848,1,5,鲁证期货  ,2845,0,
6,国投安信  ,1910,-852,6,五矿经易  ,2546,63,6,五矿经易  ,2431,66,
7,天富期货  ,1632,-3862,7,新湖期货  ,2365,46,7,新湖期货  ,2358,25,
8,新湖期货  ,1585,-350,8,大地期货  ,2271,0,8,大地期货  ,2211,0,
9,国富期货  ,1543,-1154,9,华泰期货  ,2140,11,9,华泰期货  ,2160,-3,
10,招金期货  ,1529,-3209,10,长江期货  ,2019,-110,10,长江期货  ,2018,-82,
11,国信期货  ,1172,-475,11,招金期货  ,851,-753,11,广发期货  ,967,0,
12,华泰期货  ,1056,-3035,12,东证期货  ,341,46,12,招金期货  ,645,-700,
13,华安期货  ,1010,-524,13,光大期货  ,331,-5,13,国泰君安  ,414,1,
14,东亚期货  ,693,363,14,国海良时  ,301,-3,14,中信期货  ,247,20,
15,西部期货  ,579,75,15,一德期货  ,246,66,15,东证期货  ,214,50,
16,东方财富  ,534,-139,16,海通期货  ,200,47,16,国富期货  ,147,-64,
17,上海中期  ,520,39,17,英大期货  ,153,68,17,英大期货  ,138,68,
18,五矿经易  ,493,-516,18,中信期货  ,120,-1,18,中银国际  ,82,0,
19,银河期货  ,481,-2888,19,兴证期货  ,117,75,19,一德期货  ,79,-118,
20,国贸期货  ,475,61,20,东亚期货  ,100,-362,20,瑞达期货  ,56,-17,
合计,,39125,-33862,合计,,31849,-825,合计,,32295,-790,
合约代码 ：ag2008                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,27021,-16577,1,银河期货  ,4457,104,1,银河期货  ,4321,47,
2,中信期货  ,10612,-6855,2,南华期货  ,3967,-5,2,南华期货  ,3930,-24,
3,兴证期货  ,4615,284,3,鲁证期货  ,3962,815,3,鲁证期货  ,3930,822,
4,新湖期货  ,3672,-2063,4,五矿经易  ,3100,121,4,新湖期货  ,3645,1054,
5,国信期货  ,3641,-899,5,大地期货  ,2910,57,5,东证期货  ,3251,-73,
6,南华期货  ,3067,-2109,6,新湖期货  ,2617,-62,6,华泰期货  ,2470,-11,
7,国投安信  ,3058,209,7,华泰期货  ,2587,-29,7,宏源期货  ,2455,2,
8,华泰期货  ,2368,-3744,8,东证期货  ,2513,-383,8,大地期货  ,2434,14,
9,鲁证期货  ,2359,302,9,宏源期货  ,2446,1,9,五矿经易  ,2407,-44,
10,华闻期货  ,2253,837,10,长江期货  ,2009,-200,10,长江期货  ,1936,-221,
11,东证期货  ,2050,-472,11,中信建投  ,1880,11,11,中信建投  ,1839,2,
12,银河期货  ,1973,-2508,12,方正中期  ,795,-30,12,广发期货  ,808,-1,
13,五矿经易  ,1421,-167,13,东兴期货  ,606,0,13,中信期货  ,430,-27,
14,上海中期  ,1383,646,14,中信期货  ,466,111,14,国投安信  ,397,374,
15,金瑞期货  ,1169,-551,15,东吴期货  ,436,-126,15,国泰君安  ,299,-78,
16,华安期货  ,1167,-248,16,国投安信  ,417,2,16,华闻期货  ,171,-100,
17,长江期货  ,1083,-2205,17,铜冠金源  ,404,212,17,国富期货  ,109,-11,
18,国富期货  ,994,-2015,18,云晨期货  ,323,22,18,招金期货  ,108,-60,
19,东海期货  ,970,969,19,海通期货  ,290,-91,19,东亚期货  ,65,-350,
20,国泰君安  ,908,-90,20,一德期货  ,258,86,20,国信期货  ,60,-5,
合计,,75784,-37256,合计,,36443,616,合计,,35065,1310,
合约代码 ：ag2009                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,东吴期货  ,5016,2021,1,宏源期货  ,4021,-38,1,宏源期货  ,4016,0,
2,天富期货  ,3786,-3616,2,南华期货  ,3916,-22,2,南华期货  ,3898,-27,
3,华闻期货  ,3577,-1850,3,东吴期货  ,3606,-1647,3,东吴期货  ,3612,-1637,
4,长江期货  ,2806,-236,4,鲁证期货  ,2678,0,4,五矿经易  ,3093,414,
5,中信期货  ,2547,-1333,5,银河期货  ,2423,-16,5,鲁证期货  ,2652,0,
