

商品名称 ：铜                  2020-02-19,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,200097,-18534,期货公司  ,344196,4569,期货公司  ,338405,4584,
非期货公司,879,-824,非期货公司,2068,-49,非期货公司,7859,-64,
合约代码 ：cu2003                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
10,中信建投  ,138,-3,10,建信期货  ,249,33,10,迈科期货  ,131,0,
11,国信期货  ,138,37,11,迈科期货  ,131,0,11,东证期货  ,55,-2,
12,建信期货  ,132,73,12,五矿经易  ,77,-8,12,浙商期货  ,31,-1,
13,国泰君安  ,62,45,13,民生期货  ,61,61,13,招金期货  ,27,0,
14,民生期货  ,61,61,14,东证期货  ,57,-3,14,徽商期货  ,20,3,
15,国联期货  ,59,59,15,东兴期货  ,49,0,15,海通期货  ,18,8,
16,华泰期货  ,56,7,16,国信期货  ,43,2,16,招商期货  ,14,2,
17,南华期货  ,41,12,17,浙商期货  ,42,-2,17,五矿经易  ,12,7,
18,瑞达期货  ,37,22,18,西南期货  ,38,3,18,广发期货  ,10,0,
19,中辉期货  ,32,16,19,海通期货  ,29,0,19,美尔雅    ,10,0,
20,天富期货  ,28,-224,20,华泰期货  ,25,-16,20,华泰期货  ,9,4,
合计,,6778,3724,合计,,7153,-780,合计,,6208,-765,
合约代码 ：au2012                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,486,-65,1,中信期货  ,1699,31,1,中信期货  ,701,27,
2,新湖期货  ,432,206,2,银河期货  ,283,-2,2,金瑞期货  ,504,2,
3,东证期货  ,318,112,3,五矿经易  ,243,30,3,广发期货  ,426,13,
4,上海中期  ,198,-77,4,华泰期货  ,224,56,4,国贸期货  ,418,-147,
5,国贸期货  ,157,155,5,平安期货  ,147,48,5,广州期货  ,346,0,
6,华泰期货  ,119,1,6,东证期货  ,130,19,6,新湖期货  ,289,3,
7,西部期货  ,119,85,7,招商期货  ,89,10,7,东证期货  ,237,-45,
8,国信期货  ,115,52,8,东兴期货  ,78,0,8,安粮期货  ,231,1,
9,瑞达期货  ,108,83,9,永安期货  ,77,18,9,国投安信  ,202,1,
10,金石期货  ,92,91,10,国贸期货  ,59,0,10,瑞达期货  ,198,15,
11,国泰君安  ,72,44,11,海通期货  ,57,24,11,上海中期  ,195,69,
12,国元期货  ,68,46,12,国泰君安  ,54,-3,12,国泰君安  ,186,9,
13,招商期货  ,68,43,13,申万期货  ,49,-5,13,招金期货  ,158,1,
14,中辉期货  ,57,34,14,国海良时  ,45,0,14,福能期货  ,138,52,
15,银河期货  ,56,32,15,东方财富  ,40,-3,15,山金期货  ,126,0,
16,平安期货  ,55,34,16,华安期货  ,37,0,16,中辉期货  ,122,4,
17,南华期货  ,54,14,17,中信建投  ,36,5,17,兴证期货  ,117,35,
18,华闻期货  ,54,38,18,创元期货  ,32,0,18,金石期货  ,93,92,
19,福能期货  ,52,51,19,中辉期货  ,27,3,19,银河期货  ,90,16,
20,方正中期  ,50,8,20,海航期货  ,26,1,20,东兴期货  ,87,0,
合计,,2730,987,合计,,3432,232,合计,,4864,148,
商品名称 ：白银                2020-02-19,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,778638,322268,期货公司  ,530382,39651,期货公司  ,307338,12073,
非期货公司,68336,41494,非期货公司,242552,-29665,非期货公司,465596,-2087,
合约代码 ：ag2004                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,22328,9938,1,中信期货  ,2559,-24,1,永安期货  ,2479,-5,
2,中信期货  ,6243,2526,2,东证期货  ,2550,1009,2,云晨期货  ,1271,-105,
3,银河期货  ,4051,1727,3,兴业期货  ,1831,0,3,东证期货  ,1197,-38,
4,招商期货  ,3729,1726,4,国贸期货  ,1354,-291,4,方正中期  ,1117,1,
5,国富期货  ,3384,948,5,永安期货  ,1210,-2010,5,华金期货  ,900,0,
6,新湖期货  ,2449,1591,6,华金期货  ,904,-12,6,五矿经易  ,898,7,
7,永安期货  ,2155,1966,7,东亚期货  ,746,532,7,首创期货  ,871,0,
8,东证期货  ,2061,1440,8,广发期货  ,611,-629,8,铜冠金源  ,645,-10,
9,华泰期货  ,1640,470,9,上海大陆  ,502,-498,9,兴证期货  ,469,-123,
10,东亚期货  ,1622,775,10,国泰君安  ,480,42,10,中信期货  ,434,-69,
11,国信期货  ,1491,447,11,海通期货  ,451,-9,11,中原期货  ,412,52,
12,国投安信  ,1224,480,12,华泰期货  ,442,30,12,中州期货  ,361,0,
13,兴证期货  ,983,309,13,瑞达期货  ,431,2,13,招商期货  ,331,10,
14,华安期货  ,899,310,14,建信期货  ,340,-19,14,国信期货  ,330,-2,
15,广发期货  ,778,759,15,宏源期货  ,332,-1,15,格林大华  ,306,0,
16,招金期货  ,693,268,16,银河期货  ,329,-176,16,华泰期货  ,294,-42,
17,东方财富  ,617,293,17,先锋期货  ,328,139,17,国泰君安  ,287,-9,
18,兴业期货  ,605,603,18,一德期货  ,318,-12,18,一德期货  ,272,-14,
19,长江期货  ,583,243,19,国信期货  ,309,25,19,国投安信  ,186,3,
20,上海大陆  ,502,452,20,南华期货  ,301,-17,20,广发期货  ,180,-5,
合计,,58037,27271,合计,,16328,-1919,合计,,13240,-349,
合约代码 ：ag2006                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,95476,37845,1,永安期货  ,23172,5591,1,国泰君安  ,30511,-159,
2,中信期货  ,63090,31238,2,中信期货  ,20518,5834,2,中信期货  ,21163,-1714,
3,东证期货  ,29013,12890,3,国投安信  ,17254,1115,3,东证期货  ,9962,2364,
4,国富期货  ,17665,4031,4,华泰期货  ,17100,979,4,国贸期货  ,8282,1088,
5,永安期货  ,16301,9111,5,国泰君安  ,14673,438,5,平安期货  ,7045,413,
6,平安期货  ,13536,7657,6,东证期货  ,13275,1371,6,铜冠金源  ,6705,396,
7,东方财富  ,12672,4320,7,方正中期  ,13178,280,7,海通期货  ,6515,-67,
8,国泰君安  ,12551,2845,8,广发期货  ,10909,908,8,建信期货  ,5382,150,
9,徽商期货  ,12366,4553,9,中衍期货  ,10546,216,9,广发期货  ,5360,319,
10,国信期货  ,12191,4797,10,平安期货  ,10354,315,10,一德期货  ,5245,34,
11,华安期货  ,12171,3569,11,银河期货  ,10245,1981,11,华泰期货  ,5114,557,
12,方正中期  ,11909,5734,12,东兴期货  ,8719,1142,12,格林大华  ,4820,405,
13,金瑞期货  ,10784,4084,13,中州期货  ,8267,503,13,首创期货  ,4408,169,
14,宏源期货  ,10094,1167,14,兴证期货  ,7119,1311,14,东吴期货  ,4116,415,
15,东亚期货  ,9607,4238,15,海通期货  ,6616,1057,15,永安期货  ,4014,746,
16,华泰期货  ,9232,3684,16,徽商期货  ,6441,-113,16,银河期货  ,3862,-5,
17,国投安信  ,9095,3723,17,东方财富  ,6235,-338,17,南华期货  ,3725,161,
18,银河期货  ,9032,2580,18,鲁证期货  ,6201,278,18,方正中期  ,3631,269,
19,兴证期货  ,8809,3131,19,招金期货  ,6044,1937,19,大地期货  ,3573,-424,
20,光大期货  ,8693,4630,20,光大期货  ,5998,108,20,新湖期货  ,3055,-50,
合计,,384287,155827,合计,,222864,24913,合计,,146488,5067,
合约代码 ：ag2007                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,10183,4898,1,宏源期货  ,4815,-2,1,宏源期货  ,4814,6,
2,中信期货  ,8416,3155,2,鲁证期货  ,3969,12,2,鲁证期货  ,3898,0,
3,国富期货  ,3441,1012,3,南华期货  ,3706,51,3,银河期货  ,3777,16,
4,鲁证期货  ,2156,1337,4,五矿经易  ,3653,-134,4,南华期货  ,3658,44,
5,华泰期货  ,2106,995,5,华泰期货  ,3304,-829,5,五矿经易  ,3535,-21,
6,天富期货  ,2049,-7,6,银河期货  ,3286,9,6,华泰期货  ,3276,-759,
7,南华期货  ,1605,732,7,中信建投  ,3225,3,7,中信建投  ,3209,-7,
8,华安期货  ,1465,210,8,大地期货  ,2607,0,8,大地期货  ,2613,1,
9,新湖期货  ,1330,1040,9,长江期货  ,2141,-105,9,长江期货  ,2117,-103,
10,华闻期货  ,1266,801,10,招金期货  ,1804,244,10,招金期货  ,1756,188,
11,长江期货  ,1094,596,11,瑞达期货  ,853,6,11,广发期货  ,1006,3,
12,东亚期货  ,1070,135,12,新湖期货  ,638,76,12,新湖期货  ,644,90,
13,东证期货  ,804,144,13,方正中期  ,609,298,13,东证期货  ,461,-6,
14,方正中期  ,745,-86,14,徽商期货  ,567,160,14,国泰君安  ,425,1,
15,国投安信  ,745,390,15,东亚期货  ,566,181,15,中信期货  ,322,47,
16,东方财富  ,741,217,16,东证期货  ,554,-46,16,东亚期货  ,109,-25,
17,银河期货  ,679,290,17,东兴期货  ,180,0,17,东方财富  ,72,-6,
18,宏源期货  ,626,316,18,东航期货  ,177,45,18,国富期货  ,69,27,
19,国信期货  ,619,404,19,申万期货  ,117,25,19,一德期货  ,64,0,
20,五矿经易  ,531,294,20,东方财富  ,110,1,20,上海中期  ,55,2,
合计,,41671,16873,合计,,36881,-5,合计,,35880,-502,
合约代码 ：ag2008                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,东吴期货  ,5704,5684,1,东吴期货  ,6016,-2842,1,东吴期货  ,6002,-2838,
2,中信期货  ,4880,2352,2,长江期货  ,4492,65,2,长江期货  ,4394,-66,
3,国富期货  ,2242,1295,3,宏源期货  ,4212,13,3,宏源期货  ,4181,0,
4,天富期货  ,2222,1448,4,五矿经易  ,3457,-148,4,银河期货  ,3781,361,
5,永安期货  ,2036,2001,5,银河期货  ,3443,-97,5,五矿经易  ,3434,69,
6,五矿经易  ,1805,771,6,华泰期货  ,3186,556,6,华泰期货  ,3138,647,
7,华泰期货  ,1601,544,7,南华期货  ,2596,4,7,南华期货  ,2572,3,
8,海通期货  ,1230,402,8,大地期货  ,2079,29,8,大地期货  ,2079,29,
9,新湖期货  ,1204,859,9,鲁证期货  ,2044,25,9,鲁证期货  ,1994,12,
10,南华期货  ,1145,139,10,永安期货  ,2019,1995,10,中信建投  ,1112,123,
11,上海大陆  ,1003,1003,11,广发期货  ,2007,479,11,东证期货  ,897,29,
12,银河期货  ,698,613,12,中信建投  ,1184,117,12,广发期货  ,736,22,
13,华安期货  ,676,664,13,上海大陆  ,1006,1003,13,国富期货  ,447,439,
14,东证期货  ,609,407,14,东证期货  ,539,38,14,东亚期货  ,323,269,
15,广发期货  ,535,500,15,招金期货  ,192,-164,15,国泰君安  ,273,1,
16,鲁证期货  ,441,145,16,华闻期货  ,158,23,16,新湖期货  ,220,71,
17,东亚期货  ,440,242,17,新湖期货  ,143,59,17,建信期货  ,215,214,
18,国金期货  ,419,407,18,上海中期  ,132,100,18,招金期货  ,193,-72,
19,广金期货  ,287,280,19,金瑞期货  ,129,2,19,中信期货  ,172,139,
20,建信期货  ,286,268,20,光大期货  ,123,-151,20,华闻期货  ,146,10,
合计,,29463,20024,合计,,39157,1106,合计,,36309,-538,
商品名称 ：螺纹钢              2020-02-19,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,2341562,-628662,期货公司  ,2332287,-2790,期货公司  ,2358279,-1102,
非期货公司,1688,-6448,非期货公司,31992,1688,非期货公司,6000,0,
合约代码 ：rb2005                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,198890,-79774,1,永安期货  ,117102,632,1,永安期货  ,177593,5219,
2,中信期货  ,106219,-40498,2,五矿经易  ,66866,9008,2,一德期货  ,72283,-6951,
3,东证期货  ,74867,-32033,3,东证期货  ,62552,-1582,3,东证期货  ,67416,6621,
4,五矿经易  ,61121,-29617,4,中信期货  ,56918,-3863,4,中信期货  ,47481,202,
5,国泰君安  ,52284,-10423,5,国泰君安  ,55929,3232,5,中辉期货  ,47189,-1676,
6,银河期货  ,44811,-42956,6,一德期货  ,53740,2841,6,华泰期货  ,46966,-1437,
7,永安期货  ,41915,-24395,7,方正中期  ,48443,4625,7,国泰君安  ,46107,-1690,
8,中信建投  ,41803,1270,8,银河期货  ,46691,-1829,8,东海期货  ,45845,4255,
9,徽商期货  ,40713,4232,9,浙商期货  ,43955,-322,9,海通期货  ,42212,6045,
10,方正中期  ,38735,-29078,10,华泰期货  ,43675,6327,10,银河期货  ,41559,2280,
11,华闻期货  ,38076,-4873,11,鲁证期货  ,34520,1311,11,方正中期  ,40458,-2204,
12,光大期货  ,36774,-17351,12,海通期货  ,34191,-2411,12,鲁证期货  ,33559,332,
13,中辉期货  ,36187,-6088,13,广发期货  ,32787,330,13,兴证期货  ,30836,1151,
14,华泰期货  ,34206,-37090,14,中大期货  ,32132,1036,14,国贸期货  ,27887,284,
15,国富期货  ,30203,-630,15,瑞达期货  ,31805,-200,15,光大期货  ,24017,-1220,
16,瑞达期货  ,27250,-8944,16,中辉期货  ,30633,-3473,16,南华期货  ,22218,-3759,
17,华安期货  ,26743,-3272,17,弘业期货  ,30179,-1368,17,五矿经易  ,21564,-4083,
18,国投安信  ,26171,-12917,18,海证期货  ,27670,-988,18,弘业期货  ,20573,496,
19,申万期货  ,21401,-12807,19,宝城期货  ,26513,207,19,申万期货  ,19782,-391,
20,一德期货  ,21380,-1931,20,南华期货  ,25427,-1230,20,国投安信  ,19517,255,
合计,,999749,-389175,合计,,901728,12283,合计,,895062,3729,
合约代码 ：rb2010                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,72599,-24686,1,永安期货  ,59156,-16331,1,瑞达期货  ,38814,-687,
2,永安期货  ,33981,7895,2,中信期货  ,51077,952,2,国泰君安  ,38789,11129,
3,华泰期货  ,28908,18375,3,申万期货  ,31915,-177,3,永安期货  ,36601,2474,
4,国泰君安  ,28022,19712,4,银河期货  ,28064,2208,4,东证期货  ,34364,-607,
5,徽商期货  ,19525,7641,5,海通期货  ,24470,-2029,5,弘业期货  ,29117,-1709,
6,银河期货  ,19389,3066,6,一德期货  ,18960,8864,6,银河期货  ,28409,483,
7,中信期货  ,18746,-4075,7,五矿经易  ,16499,1155,7,中信期货  ,22717,-1250,
8,国富期货  ,17149,-3319,8,格林大华  ,16198,-7956,8,东海期货  ,21638,-95,
9,五矿经易  ,14875,2314,9,浙商期货  ,15831,1410,9,中辉期货  ,19697,89,
10,格林大华  ,13658,10681,10,华泰期货  ,15137,-4413,10,一德期货  ,19337,670,
11,东证期货  ,13041,-7087,11,宝城期货  ,14417,1322,11,方正中期  ,19142,2441,
12,一德期货  ,12922,3566,12,鲁证期货  ,14323,2870,12,海通期货  ,18382,-6678,
13,方正中期  ,12785,-9617,13,国投安信  ,12265,-1601,13,华泰期货  ,17867,-11439,
14,中信建投  ,9729,3752,14,大地期货  ,12235,22,14,海证期货  ,16520,-731,
15,宏源期货  ,9542,-1163,15,国泰君安  ,12084,6103,15,国贸期货  ,14793,746,
16,浙商期货  ,8791,-3156,16,海证期货  ,11259,-4836,16,五矿经易  ,12815,-588,
17,光大期货  ,8293,433,17,徽商期货  ,11204,-5136,17,鲁证期货  ,12042,-1304,
18,广发期货  ,8139,1977,18,东海期货  ,10937,1000,18,光大期货  ,11816,1326,
19,中辉期货  ,7825,-331,19,东证期货  ,10727,-504,19,宝城期货  ,10400,-209,
20,兴证期货  ,7367,2277,20,国信期货  ,10037,348,20,迈科期货  ,10243,-259,
合计,,365286,28255,合计,,396795,-16729,合计,,433503,-6198,
合约代码 ：rb2101                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,7263,-3545,1,华泰期货  ,10804,79,1,海通期货  ,14975,2156,
2,中信期货  ,4794,-2047,2,国信期货  ,9126,76,2,永安期货  ,13843,164,
3,银河期货  ,3302,989,3,大地期货  ,6837,-3,3,银河期货  ,11847,1826,
4,华闻期货  ,2751,-356,4,渤海期货  ,6331,9,4,中信期货  ,10642,324,
5,安粮期货  ,2577,1543,5,永安期货  ,6199,98,5,创元期货  ,7974,-23,
6,国富期货  ,2475,542,6,银河期货  ,4654,302,6,鲁证期货  ,7882,-337,
7,国泰君安  ,2162,-976,7,国联期货  ,4623,61,7,海证期货  ,5813,58,
8,浙商期货  ,2139,-103,8,宝城期货  ,4608,67,8,一德期货  ,5689,227,
9,道通期货  ,2016,2011,9,国泰君安  ,4419,2,9,国投安信  ,5433,27,
10,永安期货  ,2016,-2378,10,中信期货  ,4248,-166,10,东证期货  ,4850,1,
11,南华期货  ,1600,545,11,南华期货  ,3759,195,11,国泰君安  ,3401,260,
12,华泰期货  ,1439,-117,12,申万期货  ,3665,-43,12,中财期货  ,2983,710,
13,国信期货  ,1397,-234,13,五矿经易  ,3441,-51,13,浙商期货  ,2979,455,
14,光大期货  ,1311,508,14,浙商期货  ,3409,-16,14,国贸期货  ,2822,50,
15,方正中期  ,1306,-305,15,道通期货  ,3019,2010,15,中辉期货  ,2785,272,
16,鲁证期货  ,1153,271,16,海通期货  ,2968,-67,16,中国国际  ,2671,219,
17,东证期货  ,1102,-250,17,光大期货  ,2838,-104,17,华泰期货  ,2254,52,
18,徽商期货  ,1068,-943,18,上海中期  ,2782,469,18,国海良时  ,2031,52,
19,天富期货  ,895,-369,19,东海期货  ,2435,26,19,中银国际  ,2011,-10,
20,五矿经易  ,789,-1357,20,平安期货  ,2414,13,20,长安期货  ,2005,0,
合计,,43555,-6571,合计,,92579,2957,合计,,114890,6483,
商品名称 ：热轧卷板            2020-02-19,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,248628,-91034,期货公司  ,356215,8491,期货公司  ,361981,8491,
非期货公司,0,-1556,非期货公司,5766,0,非期货公司,0,0,
合约代码 ：hc2005                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,40212,-22661,1,银河期货  ,23479,853,1,永安期货  ,14543,2349,
2,东证期货  ,14458,-3698,2,中信期货  ,21432,-147,2,弘业期货  ,13531,-1,
3,中信期货  ,9942,-4808,3,永安期货  ,18755,1179,3,东证期货  ,11892,-180,
4,国泰君安  ,6978,-1329,4,方正中期  ,16410,-971,4,一德期货  ,11181,526,
5,方正中期  ,6704,-6638,5,瑞达期货  ,14076,-223,5,中信期货  ,9682,-203,
6,国信期货  ,6609,-3142,6,浙商期货  ,8878,-52,6,银河期货  ,9466,-384,
7,永安期货  ,6330,934,7,中大期货  ,8588,690,7,国贸期货  ,9147,-158,
8,国富期货  ,6110,-2541,8,国投安信  ,8537,298,8,方正中期  ,8680,-701,
9,华泰期货  ,3928,-296,9,一德期货  ,7145,99,9,国泰君安  ,7701,-81,
10,五矿经易  ,3782,-1386,10,东证期货  ,6900,58,10,鲁证期货  ,7093,80,
11,国投安信  ,3765,-2286,11,国泰君安  ,6887,-633,11,华泰期货  ,6101,-98,
12,兴证期货  ,3596,940,12,光大期货  ,5737,-7,12,宏源期货  ,5983,-155,
13,混沌天成  ,3288,3035,13,海通期货  ,4883,-1,13,中辉期货  ,5718,177,
14,华闻期货  ,3201,-137,14,华泰期货  ,3627,184,14,东海期货  ,5653,493,
15,银河期货  ,3131,-2747,15,东海期货  ,3588,476,15,海通期货  ,5452,195,
16,迈科期货  ,2988,-196,16,国金期货  ,3543,75,16,浙商期货  ,5044,810,
17,鲁证期货  ,2851,-3994,17,中银国际  ,3442,-8,17,兴证期货  ,4801,-1112,
18,徽商期货  ,2616,364,18,广发期货  ,3312,48,18,宝城期货  ,4151,14,
19,中辉期货  ,2531,1404,19,鲁证期货  ,3227,-13,19,中信建投  ,3985,-90,
20,中大期货  ,2314,1706,20,五矿经易  ,2838,158,20,国信期货  ,3720,-339,
合计,,135334,-47476,合计,,175284,2063,合计,,153524,1142,
合约代码 ：hc2010                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,9098,-10034,1,中信期货  ,8718,-119,1,东证期货  ,11928,119,
2,东证期货  ,4296,-623,2,鲁证期货  ,6169,858,2,国泰君安  ,9728,48,
3,鲁证期货  ,2229,-1113,3,五矿经易  ,4918,-103,3,永安期货  ,8582,421,
4,国富期货  ,1896,-654,4,永安期货  ,4838,79,4,银河期货  ,5860,641,
5,混沌天成  ,1894,1695,5,银河期货  ,4473,-281,5,一德期货  ,5708,199,
6,中信期货  ,1785,-759,6,中银国际  ,4251,-7,6,中信期货  ,5255,-10,
7,东海期货  ,1477,1185,7,海通期货  ,3391,-198,7,华闻期货  ,4102,-52,
8,五矿经易  ,1273,543,8,宏源期货  ,3224,-92,8,海通期货  ,4085,114,
9,银河期货  ,1144,527,9,一德期货  ,2833,4,9,中大期货  ,3877,593,
10,华泰期货  ,1137,-375,10,中辉期货  ,2623,27,10,鲁证期货  ,3855,45,
11,国投安信  ,1091,-1169,11,建信期货  ,2607,1,11,上海大陆  ,3401,3,
12,大越期货  ,981,852,12,招商期货  ,2481,-29,12,兴业期货  ,2899,0,
13,华闻期货  ,968,-52,13,国贸期货  ,2462,3,13,申万期货  ,2891,66,
14,格林大华  ,929,825,14,东证期货  ,2226,227,14,国投安信  ,2356,76,
15,东吴期货  ,883,800,15,混沌天成  ,2150,1890,15,国贸期货  ,1986,-1,
16,国泰君安  ,764,375,16,国金期货  ,2114,-1,16,南华期货  ,1437,-210,
17,南华期货  ,749,-92,17,华鑫期货  ,2038,9,17,红塔期货  ,1435,-120,
18,中财期货  ,675,-6,18,光大期货  ,1688,168,18,华泰期货  ,1401,-33,
19,永安期货  ,638,-1899,19,新湖期货  ,1618,0,19,东海期货  ,1244,0,
20,中大期货  ,614,-353,20,国元期货  ,1606,98,20,海证期货  ,1169,-20,
合计,,34521,-10327,合计,,66428,2534,合计,,83199,1879,
商品名称 ：不锈钢              2020-02-19,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,26286,6060,期货公司  ,54154,4822,期货公司  ,54154,4822,
非期货公司,0,0,非期货公司,0,0,非期货公司,0,0,
合约代码 ：ss2006                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,东吴期货  ,7772,7260,1,东吴期货  ,6664,3675,1,东吴期货  ,6592,3677,
2,海通期货  ,2013,-206,2,华泰期货  ,4963,174,2,华泰期货  ,5443,104,
3,中信期货  ,1876,493,3,浙商期货  ,3387,57,3,国投安信  ,5407,929,
4,瑞达期货  ,1181,180,4,国投安信  ,3161,81,4,东证期货  ,3845,-91,
5,国投安信  ,1158,657,5,申万期货  ,3069,-61,5,浙商期货  ,3243,-97,
6,华泰期货  ,948,-42,6,中信期货  ,2892,172,6,新湖期货  ,3133,258,
7,东证期货  ,754,40,7,新湖期货  ,2870,11,7,中信期货  ,2984,184,
8,国海良时  ,696,-315,8,东证期货  ,2819,-87,8,申万期货  ,2725,-66,
9,南华期货  ,681,41,9,银河期货  ,2706,243,9,海通期货  ,2334,74,
10,银河期货  ,648,92,10,长江期货  ,2305,-47,10,南华期货  ,2249,65,
11,新湖期货  ,521,371,11,南华期货  ,2263,88,11,长江期货  ,2198,-53,
12,浙商期货  ,506,-25,12,海通期货  ,2208,-7,12,银河期货  ,1962,-53,
13,金石期货  ,472,-138,13,国海良时  ,1793,-132,13,国海良时  ,1728,20,
14,平安期货  ,431,90,14,国泰君安  ,1598,101,14,国泰君安  ,1492,105,
15,申万期货  ,369,-134,15,永安期货  ,1561,110,15,国联期货  ,1283,2,
16,金瑞期货  ,367,-215,16,方正中期  ,1413,63,16,方正中期  ,1200,81,
17,方正中期  ,320,-5,17,平安期货  ,710,147,17,永安期货  ,1113,35,
18,国泰君安  ,252,-236,18,瑞达期货  ,629,-2,18,江海汇鑫  ,503,1,
19,永安期货  ,243,-156,19,金石期货  ,465,2,19,五矿经易  ,483,-6,
20,长江期货  ,222,-14,20,广发期货  ,311,77,20,瑞达期货  ,389,3,
合计,,21430,7738,合计,,47787,4665,合计,,50306,5172,
商品名称 ：燃料油              2020-02-19,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,2000874,506046,期货公司  ,412051,23914,期货公司  ,411611,23914,
非期货公司,0,0,非期货公司,0,0,非期货公司,440,0,
合约代码 ：fu2003                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,634,-9,1,永安期货  ,2614,440,1,国投安信  ,4740,-274,
2,永安期货  ,608,553,2,华泰期货  ,1838,1,2,海通期货  ,4008,-2,
3,中财期货  ,576,441,3,银河期货  ,1657,-32,3,中银国际  ,3481,0,
4,国投安信  ,298,255,4,国投安信  ,1511,-22,4,银河期货  ,151,36,
5,东证期货  ,276,276,5,中信期货  ,1068,-5,5,中财期货  ,87,-11,
6,银河期货  ,238,-168,6,方正中期  ,443,52,6,倍特期货  ,60,0,
7,西部期货  ,221,14,7,瑞达期货  ,394,-74,7,恒泰期货  ,44,0,
8,五矿经易  ,207,201,8,广发期货  ,324,105,8,中信期货  ,44,11,
9,瑞达期货  ,188,-201,9,鲁证期货  ,300,0,9,建信期货  ,20,0,
10,海通期货  ,175,43,10,东证期货  ,257,-276,10,西部期货  ,18,10,
11,天富期货  ,166,55,11,中财期货  ,226,-435,11,广发期货  ,16,4,
12,国泰君安  ,146,-48,12,五矿经易  ,219,207,12,中辉期货  ,14,1,
13,广发期货  ,141,96,13,英大期货  ,200,0,13,方正中期  ,11,-2,
14,上海中期  ,102,-8,14,兴证期货  ,191,-96,14,华泰期货  ,10,-2,
15,兴证期货  ,98,32,15,申万期货  ,159,0,15,申万期货  ,9,0,
16,长江期货  ,84,26,16,国泰君安  ,153,-2,16,永安期货  ,7,0,
17,渤海期货  ,67,67,17,通惠期货  ,150,0,17,宏源期货  ,6,0,
18,光大期货  ,60,-133,18,光大期货  ,102,60,18,国元期货  ,4,1,
19,国元期货  ,58,8,19,宏源期货  ,101,0,19,东航期货  ,4,0,
20,方正中期  ,56,46,20,上海中期  ,81,0,20,弘业期货  ,4,4,
合计,,4399,1546,合计,,11988,-77,合计,,12738,-224,
合约代码 ：fu2004                        2020-02-19,
