交易日	合约	会员类别	总成交量	比上交易日增减	总持买单量	比上交易日增减	总持卖单量	比上一交易日增减			
20200303	IH2003                        	2	国泰君安	4824	-816	国泰君安	4390	-874	华泰期货	3015	8
20200303	IH2003                        	3	海通期货	4218	-578	上海东证	2080	44	国投安信	2994	14
20200303	IH2003                        	4	国投安信	3096	-107	海通期货	1834	-237	国泰君安	2958	292
20200303	IH2003                        	5	兴证期货	2597	-361	永安期货	1481	180	上海东证	2254	-164
20200303	IH2003                        	6	华泰期货	2538	-519	银河期货	1474	69	招商期货	1985	-365
20200303	IH2003                        	7	西部期货	2282	-84	兴证期货	1451	79	海通期货	1948	-29
20200303	IH2003                        	8	五矿经易	2259	-2183	中金期货	1388	6	永安期货	1690	-201
20200303	IH2003                        	9	方正中期	2188	-235	申银万国	1196	-2	兴证期货	1247	-22
20200303	IH2003                        	10	国信期货	1860	-636	南华期货	1129	-45	五矿经易	1149	-248
20200303	IH2003                        	11	申银万国	1856	-201	华泰期货	1050	6	国信期货	1127	-347
20200303	IH2003                        	12	银河期货	1716	-383	国投安信	817	-244	银河期货	1071	-287
20200303	IH2003                        	13	广发期货	1604	0	广发期货	777	47	申银万国	828	-130
20200303	IH2003                        	14	上海东证	1528	-912	中信建投	769	97	南华期货	712	-206
20200303	IH2003                        	15	永安期货	1507	185	平安期货	746	53	方正中期	704	-31
20200303	IH2003                        	16	光大期货	1503	-154	方正中期	663	-57	安粮期货	691	-7
20200303	IH2003                        	17	鲁证期货	1470	3	瑞银期货	627	-784	光大期货	680	51
20200303	IH2003                        	18	中信建投	1430	111	光大期货	585	176	广发期货	676	-163
20200303	IH2003                        	19	上海中期	1373	-399	鲁证期货	571	-69	国富期货	660	2
20200303	IH2003                        	20	招商期货	1188	-144	招商期货	557	-9	西部期货	546	-284
20200303	IH2006                        	1	国投安信	1297	-36	中信期货	2427	15	瑞银期货	2652	-49
20200303	IH2006                        	2	中信期货	1030	-222	国投安信	713	-34	招商期货	1314	-17
20200303	IH2006                        	3	国信期货	719	-578	银河期货	680	-10	华泰期货	1300	-55
20200303	IH2006                        	4	华西期货	713	-3	东吴期货	644	-7	中信期货	1255	127
20200303	IH2006                        	5	海通期货	709	-553	上海东证	630	-15	海通期货	639	-35
20200303	IH2006                        	6	国泰君安	664	-179	天风期货	532	0	国泰君安	636	19
20200303	IH2006                        	7	华泰期货	524	-8	申银万国	490	8	国元期货	612	46
20200303	IH2006                        	8	西部期货	384	0	海通期货	441	-24	宝城期货	584	-14
20200303	IH2006                        	9	五矿经易	348	-183	大越期货	433	-2	永安期货	509	176
20200303	IH2006                        	10	光大期货	346	-77	国信期货	415	-230	国投安信	483	-21
20200303	IH2006                        	11	兴证期货	330	-14	华泰期货	406	-67	银河期货	436	-20
20200303	IH2006                        	12	华闻期货	295	5	永安期货	375	1	南华期货	364	-37
20200303	IH2006                        	13	永安期货	265	178	国泰君安	363	5	光大期货	321	105
20200303	IH2006                        	14	方正中期	261	-27	大地期货	351	3	国信期货	301	-275
20200303	IH2006                        	15	广发期货	246	-52	方正中期	345	30	上海东证	269	-22
20200303	IH2006                        	16	申银万国	212	-6	广发期货	319	-11	华西期货	191	-89
20200303	IH2006                        	17	银河期货	174	-195	光大期货	272	117	东吴期货	164	-53
20200303	IH2006                        	18	招金期货	170	82	兴证期货	200	-44	兴证期货	163	-38
